# CDD438045:  DirectHits:  6    Rescued Proteins:  0    Prots with Domain in 1.A.125:  6 (54.5% from a total of 11)
# CDD438064:  DirectHits:  6    Rescued Proteins:  0    Prots with Domain in 1.A.125:  6 (54.5% from a total of 11)
# CDD438070:  DirectHits:  6    Rescued Proteins:  0    Prots with Domain in 1.A.125:  6 (54.5% from a total of 11)
# CDD438073:  DirectHits:  6    Rescued Proteins:  0    Prots with Domain in 1.A.125:  6 (54.5% from a total of 11)
# CDD438079:  DirectHits:  6    Rescued Proteins:  0    Prots with Domain in 1.A.125:  6 (54.5% from a total of 11)
# CDD438068:  DirectHits:  6    Rescued Proteins:  0    Prots with Domain in 1.A.125:  6 (54.5% from a total of 11)
# CDD438066:  DirectHits:  6    Rescued Proteins:  0    Prots with Domain in 1.A.125:  6 (54.5% from a total of 11)
# CDD438043:  DirectHits:  6    Rescued Proteins:  0    Prots with Domain in 1.A.125:  6 (54.5% from a total of 11)
# CDD438082:  DirectHits:  6    Rescued Proteins:  0    Prots with Domain in 1.A.125:  6 (54.5% from a total of 11)
# CDD438042:  DirectHits:  6    Rescued Proteins:  0    Prots with Domain in 1.A.125:  6 (54.5% from a total of 11)
# CDD438019:  DirectHits:  6    Rescued Proteins:  0    Prots with Domain in 1.A.125:  6 (54.5% from a total of 11)
# CDD438067:  DirectHits:  6    Rescued Proteins:  0    Prots with Domain in 1.A.125:  6 (54.5% from a total of 11)
# CDD425942:  DirectHits:  6    Rescued Proteins:  0    Prots with Domain in 1.A.125:  6 (54.5% from a total of 11)
# CDD438077:  DirectHits:  6    Rescued Proteins:  0    Prots with Domain in 1.A.125:  6 (54.5% from a total of 11)
# CDD438081:  DirectHits:  6    Rescued Proteins:  0    Prots with Domain in 1.A.125:  6 (54.5% from a total of 11)
# CDD425815:  DirectHits:  6    Rescued Proteins:  0    Prots with Domain in 1.A.125:  6 (54.5% from a total of 11)
# CDD438069:  DirectHits:  6    Rescued Proteins:  0    Prots with Domain in 1.A.125:  6 (54.5% from a total of 11)
# CDD438050:  DirectHits:  6    Rescued Proteins:  0    Prots with Domain in 1.A.125:  6 (54.5% from a total of 11)
# CDD438078:  DirectHits:  6    Rescued Proteins:  0    Prots with Domain in 1.A.125:  6 (54.5% from a total of 11)
# CDD438060:  DirectHits:  6    Rescued Proteins:  0    Prots with Domain in 1.A.125:  6 (54.5% from a total of 11)
# CDD438074:  DirectHits:  6    Rescued Proteins:  0    Prots with Domain in 1.A.125:  6 (54.5% from a total of 11)
# CDD438065:  DirectHits:  6    Rescued Proteins:  0    Prots with Domain in 1.A.125:  6 (54.5% from a total of 11)
# CDD438044:  DirectHits:  6    Rescued Proteins:  0    Prots with Domain in 1.A.125:  6 (54.5% from a total of 11)
# CDD238843:  DirectHits:  6    Rescued Proteins:  0    Prots with Domain in 1.A.125:  6 (54.5% from a total of 11)
# CDD438046:  DirectHits:  6    Rescued Proteins:  0    Prots with Domain in 1.A.125:  6 (54.5% from a total of 11)
1	1.A.125.1.1-YP_009666335:1447	CDD438065|1118-1362:1.98e-05|DirectHit	CDD425815|1014-1412:3.66e-41|DirectHit	CDD438078|1076-1415:4.20e-16|DirectHit	CDD425942|384-482:4.08e-33|DirectHit	CDD438067|1075-1412:6.35e-20|DirectHit	CDD438042|1117-1411:1.36e-61|DirectHit	CDD438043|1069-1414:1.04e-36|DirectHit	CDD438073|1119-1313:5.15e-09|DirectHit	CDD438079|1071-1297:7.30e-20|DirectHit	CDD438066|1119-1410:9.78e-16|DirectHit	CDD438064|1046-1302:1.97e-11|DirectHit	CDD438070|1118-1412:2.93e-08|DirectHit	CDD438046|1123-1367:8.98e-15|DirectHit	CDD238843|1118-1367:1.03e-44|DirectHit	CDD438044|1118-1408:1.57e-13|DirectHit	CDD438060|1042-1344:8.33e-14|DirectHit	CDD438074|1119-1297:1.72e-05|DirectHit	CDD438069|1119-1348:3.22e-14|DirectHit	CDD438050|1120-1412:1.32e-09|DirectHit	CDD438077|1067-1297:5.20e-11|DirectHit	CDD438081|1076-1421:6.81e-25|DirectHit	CDD438019|1118-1412:5.02e-38|DirectHit	CDD438082|1174-1408:4.43e-09|DirectHit	CDD438068|1071-1345:4.22e-16|DirectHit	CDD438045|1117-1413:2.16e-22|DirectHit
2	1.A.125.1.2-QIJ70018:2037	CDD438065|1166-1486:3.62e-21|DirectHit	CDD425815|1053-1469:2.51e-47|DirectHit	CDD438078|1125-1321:1.05e-10|DirectHit	CDD425942|386-484:1.89e-28|DirectHit	CDD438067|1124-1463:7.79e-18|DirectHit	CDD438042|1167-1464:2.64e-60|DirectHit	CDD438043|1125-1465:8.66e-34|DirectHit	CDD438073|1051-1362:5.34e-11|DirectHit	CDD438079|1115-1354:6.71e-20|DirectHit	CDD438066|1168-1422:9.34e-08|DirectHit	CDD438064|1092-1395:4.56e-07|DirectHit	CDD438070|1116-1425:2.41e-13|DirectHit	CDD438046|1172-1417:1.29e-17|DirectHit	CDD238843|1164-1417:1.89e-43|DirectHit	CDD438044|1166-1464:9.73e-34|DirectHit	CDD438060|1167-1397:4.85e-06|DirectHit	CDD438074|1168-1480:4.10e-09|DirectHit	CDD438069|1119-1442:3.20e-15|DirectHit	CDD438050|1172-1464:3.95e-14|DirectHit	CDD438077|1102-1396:8.09e-08|DirectHit	CDD438081|1125-1468:3.82e-16|DirectHit	CDD438019|1166-1464:6.00e-44|DirectHit	CDD438082|1166-1475:2.20e-11|DirectHit	CDD438068|1115-1395:2.59e-15|DirectHit	CDD438045|1166-1464:1.97e-24|DirectHit
3	1.A.125.1.3-YP_009552830:1991	CDD438065|1144-1465:5.89e-13|DirectHit	CDD425815|1044-1455:9.14e-47|DirectHit	CDD438078|1112-1425:6.81e-20|DirectHit	CDD425942|393-491:7.91e-27|DirectHit	CDD438067|1154-1463:2.58e-18|DirectHit	CDD438042|1153-1451:6.06e-63|DirectHit	CDD438043|1112-1452:1.39e-38|DirectHit	CDD438073|1043-1312:1.02e-10|DirectHit	CDD438079|1112-1454:9.51e-20|DirectHit	CDD438066|1126-1444:9.20e-16|DirectHit	CDD438064|1147-1382:3.53e-10|DirectHit	CDD438070|1154-1412:2.72e-06|DirectHit	CDD438046|1159-1404:1.02e-21|DirectHit	CDD238843|1137-1405:1.21e-43|DirectHit	CDD438044|1154-1451:2.66e-24|DirectHit	CDD438060|1128-1382:4.41e-10|DirectHit	CDD438074|1152-1360:7.62e-10|DirectHit	CDD438069|1154-1446:2.42e-18|DirectHit	CDD438050|1156-1451:1.40e-14|DirectHit	CDD438077|1112-1388:8.98e-13|DirectHit	CDD438081|1137-1441:2.47e-16|DirectHit	CDD438019|1154-1451:2.56e-42|DirectHit	CDD438082|1152-1451:1.09e-11|DirectHit	CDD438068|1112-1382:7.36e-14|DirectHit	CDD438045|1153-1451:1.10e-26|DirectHit
4	1.A.125.1.4-QHC83293:1743	CDD438065|1383-1627:3.72e-08|DirectHit	CDD425815|1262-1700:3.29e-84|DirectHit	CDD438078|1388-1716:1.16e-15|DirectHit	CDD425942|527-628:1.70e-27|DirectHit	CDD438067|1393-1689:5.59e-17|DirectHit	CDD438042|1392-1697:4.68e-118|DirectHit	CDD438043|1345-1696:5.26e-37|DirectHit	CDD438073|1271-1658:1.02e-17|DirectHit	CDD438079|1344-1665:2.42e-14|DirectHit	CDD438066|1476-1698:7.68e-12|DirectHit	CDD438064|1254-1659:4.99e-09|DirectHit	CDD438070|1452-1657:1.19e-12|DirectHit	CDD438046|1398-1652:1.76e-10|DirectHit	CDD238843|1394-1652:4.08e-52|DirectHit	CDD438044|1393-1697:1.73e-21|DirectHit	CDD438060|1258-1719:8.49e-23|DirectHit	CDD438074|1346-1659:2.74e-06|DirectHit	CDD438069|1469-1655:1.99e-14|DirectHit	CDD438050|1395-1696:8.27e-09|DirectHit	CDD438077|1345-1630:1.70e-05|DirectHit	CDD438081|1394-1696:1.95e-11|DirectHit	CDD438019|1393-1697:3.26e-47|DirectHit	CDD438082|1328-1713:2.15e-13|DirectHit	CDD438068|1341-1653:6.61e-10|DirectHit	CDD438045|1392-1689:4.73e-17|DirectHit
5	1.A.125.1.5-NP_786945:398	CDD438065|Nohit	CDD425815|Nohit	CDD438078|Nohit	CDD425942|Nohit	CDD438067|Nohit	CDD438042|Nohit	CDD438043|Nohit	CDD438073|Nohit	CDD438079|Nohit	CDD438066|Nohit	CDD438064|Nohit	CDD438070|Nohit	CDD438046|Nohit	CDD238843|Nohit	CDD438044|Nohit	CDD438060|Nohit	CDD438074|Nohit	CDD438069|Nohit	CDD438050|Nohit	CDD438077|Nohit	CDD438081|Nohit	CDD438019|Nohit	CDD438082|Nohit	CDD438068|Nohit	CDD438045|Nohit
6	1.A.125.1.6-AVM87221:2208	CDD438065|1146-1531:1.03e-20|DirectHit	CDD425815|1156-1512:1.99e-63|DirectHit	CDD438078|1161-1541:2.41e-21|DirectHit	CDD425942|284-382:1.21e-25|DirectHit	CDD438067|1159-1475:1.26e-20|DirectHit	CDD438042|1210-1519:2.99e-92|DirectHit	CDD438043|1160-1519:1.28e-47|DirectHit	CDD438073|1212-1452:3.06e-14|DirectHit	CDD438079|1149-1541:9.21e-31|DirectHit	CDD438066|1154-1477:1.63e-15|DirectHit	CDD438064|1211-1452:7.93e-15|DirectHit	CDD438070|1211-1476:4.53e-15|DirectHit	CDD438046|1216-1474:1.43e-28|DirectHit	CDD238843|1212-1474:8.52e-59|DirectHit	CDD438044|1210-1519:3.49e-38|DirectHit	CDD438060|1160-1452:7.89e-15|DirectHit	CDD438074|1211-1481:1.04e-13|DirectHit	CDD438069|1205-1478:6.38e-21|DirectHit	CDD438050|1212-1506:1.25e-09|DirectHit	CDD438077|1160-1457:1.52e-12|DirectHit	CDD438081|1212-1476:3.27e-18|DirectHit	CDD438019|1211-1519:5.65e-58|DirectHit	CDD438082|1212-1449:3.04e-11|DirectHit	CDD438068|1156-1452:3.12e-22|DirectHit	CDD438045|1212-1479:1.85e-27|DirectHit
7	1.A.125.1.7-AVM87548:2386	CDD438065|1474-1805:3.41e-08|DirectHit	CDD425815|1358-1790:2.17e-48|DirectHit	CDD438078|1426-1813:2.33e-07|DirectHit	CDD425942|430-524:2.81e-20|DirectHit	CDD438067|1425-1787:1.32e-10|DirectHit	CDD438042|1476-1789:2.04e-80|DirectHit	CDD438043|1425-1789:3.48e-28|DirectHit	CDD438073|1470-1742:1.65e-10|DirectHit	CDD438079|1425-1798:9.84e-20|DirectHit	CDD438066|1477-1787:1.55e-05|DirectHit	CDD438064|1474-1741:3.21e-07|DirectHit	CDD438070|1449-1745:6.51e-06|DirectHit	CDD438046|1481-1746:1.01e-16|DirectHit	CDD238843|1465-1745:3.57e-44|DirectHit	CDD438044|1481-1785:6.23e-32|DirectHit	CDD438060|1408-1722:5.85e-10|DirectHit	CDD438074|1474-1745:1.77e-06|DirectHit	CDD438069|1424-1725:4.21e-09|DirectHit	CDD438050|1478-1787:1.97e-08|DirectHit	CDD438077|1358-1722:3.15e-09|DirectHit	CDD438081|1426-1793:1.03e-11|DirectHit	CDD438019|1476-1789:1.70e-49|DirectHit	CDD438082|1474-1806:2.68e-05|DirectHit	CDD438068|1426-1751:1.89e-16|DirectHit	CDD438045|1476-1782:1.29e-27|DirectHit
8	1.A.125.2.1-XP_018928828:178	CDD438065|Nohit	CDD425815|Nohit	CDD438078|Nohit	CDD425942|Nohit	CDD438067|Nohit	CDD438042|Nohit	CDD438043|Nohit	CDD438073|Nohit	CDD438079|Nohit	CDD438066|Nohit	CDD438064|Nohit	CDD438070|Nohit	CDD438046|Nohit	CDD238843|Nohit	CDD438044|Nohit	CDD438060|Nohit	CDD438074|Nohit	CDD438069|Nohit	CDD438050|Nohit	CDD438077|Nohit	CDD438081|Nohit	CDD438019|Nohit	CDD438082|Nohit	CDD438068|Nohit	CDD438045|Nohit
9	1.A.125.2.2-XP_006781383:170	CDD438065|Nohit	CDD425815|Nohit	CDD438078|Nohit	CDD425942|Nohit	CDD438067|Nohit	CDD438042|Nohit	CDD438043|Nohit	CDD438073|Nohit	CDD438079|Nohit	CDD438066|Nohit	CDD438064|Nohit	CDD438070|Nohit	CDD438046|Nohit	CDD238843|Nohit	CDD438044|Nohit	CDD438060|Nohit	CDD438074|Nohit	CDD438069|Nohit	CDD438050|Nohit	CDD438077|Nohit	CDD438081|Nohit	CDD438019|Nohit	CDD438082|Nohit	CDD438068|Nohit	CDD438045|Nohit
10	1.A.125.2.3-WP_198173327:202	CDD438065|Nohit	CDD425815|Nohit	CDD438078|Nohit	CDD425942|Nohit	CDD438067|Nohit	CDD438042|Nohit	CDD438043|Nohit	CDD438073|Nohit	CDD438079|Nohit	CDD438066|Nohit	CDD438064|Nohit	CDD438070|Nohit	CDD438046|Nohit	CDD238843|Nohit	CDD438044|Nohit	CDD438060|Nohit	CDD438074|Nohit	CDD438069|Nohit	CDD438050|Nohit	CDD438077|Nohit	CDD438081|Nohit	CDD438019|Nohit	CDD438082|Nohit	CDD438068|Nohit	CDD438045|Nohit
